date,time,address,type,neighborhood,npu,x,y
11/07/2015,23:00:00                      ,1368 ORMEWOOD AVE SE,AUTO THEFT,East Atlanta,W,-84.34295,33.73423
11/07/2015,23:22:00                      ,608 MCDANIEL ST SW,AGG ASSAULT,Mechanicsville,V,-84.40149,33.73828
11/07/2015,23:30:00                      ,1676 LAKEWOOD AVE,ROBBERY-PEDESTRIAN,Lakewood Heights,Y,-84.37971,33.7085
11/07/2015,23:40:00                      ,3210 MATHIESON DR NE,ROBBERY-PEDESTRIAN,Buckhead Forest,B,-84.3773,33.8432
11/08/2015,00:00:00                      ,850 BRIARCLIFF RD NE,LARCENY-NON VEHICLE,Virginia Highland,F,-84.34742,33.77767
11/08/2015,00:00:00                      ,647 DONALD LEE HOLLOWELL PKWY NW,BURGLARY-NONRES,English Avenue,L,-84.40817,33.77357
11/08/2015,00:01:00                      ,3232 PEACHTREE RD NE,LARCENY-NON VEHICLE,Buckhead Forest,B,-84.37409,33.84413
11/08/2015,00:15:00                      ,3083 MARTIN L KING JR DR NW,BURGLARY-NONRES,Harland Terrace,I,-84.48803,33.75178
11/08/2015,00:20:00                      ,585 WELLS ST SW,LARCENY-FROM VEHICLE,Pittsburgh,V,-84.40742,33.74023
11/08/2015,00:30:00                      ,130 MAYSON AVE NE,AUTO THEFT,Edgewood,O,-84.33871,33.75711
11/08/2015,00:50:00                      ,2280 CAMPBELLTON RD SW,AUTO THEFT,Campbellton Road,R,-84.4623,33.70473
11/08/2015,01:00:00                      ,4279 ROSWELL ROAD,LARCENY-NON VEHICLE,North Buckhead,B,-84.37931,33.87121
11/08/2015,03:55:00                      ,2295 MARIETTA RD NW @MARIETTA RD HIGH RI,AGG ASSAULT,Bolton,D,-84.4606,33.81838
11/08/2015,05:40:00                      ,56 MARIETTA ST NW ,ROBBERY-PEDESTRIAN,Downtown,M,-84.39152,33.75547
11/08/2015,06:30:00                      ,675 HOLDERNESS ST SW,LARCENY-FROM VEHICLE,West End,T,-84.42804,33.73669
11/08/2015,06:33:00                      ,2095 METROPOLITAN PKWY SW,LARCENY-NON VEHICLE,Sylvan Hills,X,-84.4084,33.69753
11/08/2015,07:00:00                      ,960 CONSTITUTION RD SE,BURGLARY-RESIDENCE,Norwood Manor,Z,-84.35805,33.69307
11/08/2015,07:00:00                      ,360 DECATUR ST SE,BURGLARY-RESIDENCE,Sweet Auburn,M,-84.37725,33.75017
11/08/2015,07:47:00                      ,727 JUNIPER ST NE,LARCENY-NON VEHICLE,Midtown,E,-84.38263,33.77448
11/08/2015,08:00:00                      ,3060 PHARR COURT NW,LARCENY-NON VEHICLE,Peachtree Heights West,B,-84.38491,33.83922
11/08/2015,08:00:00                      ,1175 PEACHTREE ST NE ,LARCENY-FROM VEHICLE,Midtown,E,-84.38263,33.78751
11/08/2015,08:00:00                      ,546 PARK AVE SE,AUTO THEFT,Grant Park,W,-84.36949,33.73953
11/08/2015,08:55:00                      ,3556 PIEDMONT RD NE,BURGLARY-RESIDENCE,Buckhead Forest,B,-84.37939,33.85111
11/08/2015,09:00:00                      ,2000 MONROE PL NE,LARCENY-NON VEHICLE,Piedmont Heights,F,-84.37025,33.8103
11/08/2015,09:00:00                      ,400 CENTRAL PARK PL NE,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.37901,33.76541
11/08/2015,09:35:00                      ,33 JAMES P BRAWLEY DR NW,ROBBERY-RESIDENCE,Vine City,L,-84.41254,33.75561
11/08/2015,09:46:00                      ,375 18TH ST NW @TARGET - 18TH,LARCENY-FROM VEHICLE,Atlantic Station,E,-84.39921,33.79303
11/08/2015,10:00:00                      ,870 MAYSON TURNER RD NW,BURGLARY-RESIDENCE,Vine City,L,-84.41629,33.756
11/08/2015,11:00:00                      ,2625 PIEDMONT RD NE,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.36684,33.82397
11/08/2015,11:00:00                      ,1677 DONALD LEE HOLLOWELL PKWY NW,LARCENY-NON VEHICLE,Grove Park,J,-84.44224,33.77327
11/08/2015,11:15:00                      ,3113 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,Southwest,R,-84.49098,33.69261
11/08/2015,11:30:00                      ,1830 ELLSWORTH INDUSTRIAL BLVD NW,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.42755,33.8056
11/08/2015,11:40:00                      ,3393 PEACHTREE RD,LARCENY-NON VEHICLE,Lenox,B,-84.36426,33.84892
11/08/2015,12:00:00                      ,178 OAKCLIFF CT NW,LARCENY-NON VEHICLE,Oakcliff,H,-84.49979,33.76062
11/08/2015,12:00:00                      ,2619 DONALD LEE HOLLOWELL PKWY NW,LARCENY-NON VEHICLE,Center Hill,J,-84.47254,33.77579
11/08/2015,12:00:00                      ,269 ELMIRA PL NE,LARCENY-FROM VEHICLE,Candler Park,N,-84.34667,33.76165
11/08/2015,12:15:00                      ,101 MARIETTA ST NW,LARCENY-NON VEHICLE,Downtown,M,-84.39185,33.75708
11/08/2015,13:05:00                      ,227 3RD AVE SE,BURGLARY-RESIDENCE,East Lake,O,-84.30869,33.74682
11/08/2015,13:25:00                      ,1860 PEACHTREE RD NE,LARCENY-FROM VEHICLE,NULL,E,-84.39389,33.80671
11/08/2015,13:40:00                      ,3565 PIEDMONT RD NE ,LARCENY-NON VEHICLE,North Buckhead,B,-84.37812,33.85394
11/08/2015,14:00:00                      ,1536 MONROE DR NE,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,-84.36858,33.79646
11/08/2015,14:00:00                      ,415 FAIRBURN RD SW @HIDDEN HOLLOW APTS,AUTO THEFT,Fairburn Mays,H,-84.51207,33.74379
11/08/2015,14:00:00                      ,747 RALPH MCGILL BLVD NE,AUTO THEFT,Old Fourth Ward,M,-84.36263,33.76674
11/08/2015,14:00:00                      ,175 LAKEWOOD WAY SW,LARCENY-NON VEHICLE,Lakewood Heights,Y,-84.39608,33.70409
11/08/2015,14:30:00                      ,2640 MARTIN L KING JR DR SW,LARCENY-FROM VEHICLE,Harland Terrace,I,-84.47425,33.75381
11/08/2015,15:00:00                      ,3755 CARMIA DR SW,LARCENY-FROM VEHICLE,Princeton Lakes,P,-84.50908,33.65571
11/08/2015,15:00:00                      ,777 CLEVELAND AVE SW,LARCENY-FROM VEHICLE,Perkerson,X,-84.41482,33.68171
11/08/2015,15:34:00                      ,3245 WELMINGHAM DR SW,LARCENY-NON VEHICLE,Princeton Lakes,P,-84.51493,33.66216
11/08/2015,16:27:00                      ,375 RALPH MCGILL BLVD NE,AUTO THEFT,Old Fourth Ward,M,-84.37587,33.76368
11/08/2015,16:50:00                      ,2555 ETHERIDGE DR NW,BURGLARY-RESIDENCE,Carey Park,G,-84.47173,33.78815
11/08/2015,16:50:00                      ,675 EVANS ST SW ,ROBBERY-PEDESTRIAN,West End,T,-84.41567,33.73706
11/08/2015,17:00:00                      ,269 ARGUS CIR NW,BURGLARY-RESIDENCE,Adamsville,H,-84.50468,33.76271
11/08/2015,18:00:00                      ,3201 DOWNWOOD CIR NW,LARCENY-NON VEHICLE,NULL,C,-84.42564,33.84158
11/08/2015,18:00:00                      ,3760 PRINCETON LAKES PKWY SW,AUTO THEFT,Princeton Lakes,P,-84.51051,33.65806
11/08/2015,18:30:00                      ,2539 PIEDMONT RD NE,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.36328,33.82403
11/08/2015,19:00:00                      ,2143 PEACHTREE RD NE,LARCENY-FROM VEHICLE,NULL,E,-84.39195,33.81262
11/08/2015,19:00:00                      ,1034 BLUE RIDGE AVE NE,LARCENY-FROM VEHICLE,Poncey-Highland,N,-84.35365,33.77252
11/08/2015,19:49:00                      ,2002 SYLVAN RD SW,ROBBERY-COMMERCIAL,Sylvan Hills,X,-84.41818,33.69999
11/08/2015,19:57:00                      ,3240 W MANOR CIR SW @WEST MANOR PARK,AUTO THEFT,West Manor,I,-84.49217,33.73557
11/08/2015,20:00:00                      ,1225 CAROLINE ST NE @TARGET - CAROLINE,LARCENY-FROM VEHICLE,Edgewood,O,-84.34863,33.75938
11/08/2015,20:05:00                      ,3045 MIDDLETON RD NW,AGG ASSAULT,NULL,I,-84.4892,33.75334
11/08/2015,20:30:00                      ,1801 HOWELL MILL RD NW,LARCENY-NON VEHICLE,Berkeley Park,D,-84.41278,33.80388
11/08/2015,20:30:00                      ,509 BOULEVARD NE,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.37177,33.76819
11/08/2015,20:30:00                      ,161 E LAKE TER SE,LARCENY-FROM VEHICLE,Kirkwood,O,-84.31436,33.74829
11/08/2015,21:00:00                      ,1860 PEACHTREE RD,LARCENY-FROM VEHICLE,Ardmore,E,-84.39439,33.80586
11/08/2015,21:00:00                      ,1700 DELOWE DR SW,LARCENY-NON VEHICLE,Adams Park,R,-84.45895,33.7089
11/08/2015,21:05:00                      ,3390 FAIRBURN RD SW,ROBBERY-RESIDENCE,Ben Hill,P,-84.52377,33.6639
11/08/2015,21:20:00                      ,590 CASCADE AVE SW @KROGER - CASCADE,LARCENY-FROM VEHICLE,West End,T,-84.43276,33.73812
11/08/2015,21:40:00                      ,2125 JOSEPH E BOONE BLVD NW,AGG ASSAULT,Center Hill,J,-84.4579,33.76479
11/08/2015,21:43:00                      ,1052 MARTIN ST SE,LARCENY-FROM VEHICLE,Peoplestown,V,-84.38118,33.7248
11/08/2015,21:47:00                      ,713 WINDSOR ST SW,ROBBERY-PEDESTRIAN,Mechanicsville,V,-84.39856,33.73543
11/08/2015,22:00:00                      ,2442 MARTIN L. KING JR. DR. SW,LARCENY-FROM VEHICLE,Florida Heights,I,-84.46728,33.75095
11/08/2015,22:00:00                      ,185 MONTAG CIR NE,LARCENY-NON VEHICLE,Inman Park,N,-84.36218,33.76013
11/08/2015,22:00:00                      ,1367 FAIRVIEW RD NE,LARCENY-FROM VEHICLE,Druid Hills,N,-84.34256,33.77242
11/08/2015,22:00:00                      ,3179 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Buckhead Village,B,-84.37544,33.84103
11/08/2015,22:00:00                      ,306 SKIPPER PL NW,AGG ASSAULT,Vine City,L,-84.41736,33.763
11/08/2015,22:12:00                      ,409 UNIVERSITY AVE SW,ROBBERY-PEDESTRIAN,Pittsburgh,V,-84.40135,33.72232
11/08/2015,22:14:00                      ,3596 INDIAN ROCK RD SW,AGG ASSAULT,Ben Hill Forest,P,-84.50594,33.67928
11/08/2015,22:18:00                      ,315 BUCKHEAD AVE NE,LARCENY-NON VEHICLE,Buckhead Village,B,-84.3772,33.83813
11/08/2015,22:19:00                      ,3730 STEPHANIE DR SW,AGG ASSAULT,Deerwood,P,-84.51066,33.67378
11/08/2015,22:23:00                      ,1192 PRYOR ST SW,AUTO THEFT,Peoplestown,V,-84.3928,33.72287
11/08/2015,22:50:00                      ,1722 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,NULL,R,-84.44411,33.71107
11/08/2015,23:00:00                      ,793 JUNIPER ST NE,LARCENY-NON VEHICLE,Midtown,E,-84.38262,33.77615
11/08/2015,23:00:00                      ,1050 MORELAND DR SE,ROBBERY-PEDESTRIAN,Custer/McDonough/Guice,W,-84.35502,33.709
11/08/2015,23:10:00                      ,572 CASSANOVA SE,ROBBERY-PEDESTRIAN,Chosewood Park,Y,-84.36915,33.71641
11/08/2015,23:20:00                      ,422 SEMINOLE AVE NE,ROBBERY-PEDESTRIAN,Inman Park,N,-84.34956,33.76594
11/08/2015,23:23:00                      ,947 MORELAND DR SE,ROBBERY-PEDESTRIAN,Custer/McDonough/Guice,W,-84.35726,33.71202
11/09/2015,00:30:00                      ,3550 CAMPBELLTON RD SW,AUTO THEFT,NULL,P,-84.50491,33.68984
11/09/2015,00:50:00                      ,639 MOROSGO DR NE,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.36696,33.82329
11/09/2015,02:00:00                      ,2115 PIEDMONT RD NE,BURGLARY-RESIDENCE,Morningside/Lenox Park,F,-84.36659,33.81274
11/09/2015,03:00:00                      ,2277 PEACHTREE RD NE,AUTO THEFT,NULL,E,-84.39051,33.81595
11/09/2015,06:45:00                      ,334 MORGAN PL SE,BURGLARY-RESIDENCE,East Lake,O,-84.29127,33.74341
11/09/2015,06:45:00                      ,600 GREENSFERRY AVE SW,BURGLARY-RESIDENCE,The Villages at Castleberry H,T,-84.40755,33.74662
11/09/2015,06:50:00                      ,497 WILLARD AVE SW,BURGLARY-RESIDENCE,Westview,T,-84.4371,33.74147
11/09/2015,07:00:00                      ,2154 MARTIN L KING JR DR SW,LARCENY-FROM VEHICLE,Florida Heights,I,-84.46006,33.75093
11/09/2015,07:45:00                      ,740 MARIETTA ST NW,AUTO THEFT,Marietta Street Artery,E,-84.40256,33.77236
11/09/2015,08:00:00                      ,3120 MAPLE DR NE,LARCENY-FROM VEHICLE,Buckhead Village,B,-84.37268,33.84032
11/09/2015,08:15:00                      ,446 HOLDERNESS ST SW,BURGLARY-RESIDENCE,West End,T,-84.42686,33.74289
11/09/2015,08:30:00                      ,70 OLD RIDGEWOOD PL NW,LARCENY-NON VEHICLE,Paces,A,-84.4436,33.84825
11/09/2015,08:30:00                      ,58 6TH ST NE,BURGLARY-RESIDENCE,Midtown,E,-84.3853,33.7775
11/09/2015,09:00:00                      ,1235 PLAZA AVE SW,LARCENY-NON VEHICLE,Bush Mountain,S,-84.42814,33.72827
11/09/2015,09:40:00                      ,265 PEACHTREE CENTER AVE NE,LARCENY-NON VEHICLE,Downtown,M,-84.38592,33.76161
11/09/2015,10:00:00                      ,1275 CAROLINE ST NE @TARGET - CAROLINE,LARCENY-NON VEHICLE,Edgewood,O,-84.34619,33.75674
11/09/2015,10:25:00                      ,1215 PIEDMONT AVE NE @PIEDMONT DRIVING,LARCENY-FROM VEHICLE,NULL,E,-84.37695,33.78787
11/09/2015,10:50:00                      ,1801 HOWELL MILL RD NW,LARCENY-NON VEHICLE,Berkeley Park,D,-84.41278,33.80388
11/09/2015,11:00:00                      ,667 FAIRBURN RD NW,LARCENY-FROM VEHICLE,Fairburn Heights,H,-84.50005,33.77332
11/09/2015,11:00:00                      ,259 RICHARDSON ST SW,AUTO THEFT,Mechanicsville,V,-84.39741,33.74116
11/09/2015,11:00:00                      ,2900 GRAND AVE SW,BURGLARY-RESIDENCE,Hammond Park,X,-84.40207,33.6754
11/09/2015,11:15:00                      ,855 W PEACHTREE ST NE,BURGLARY-RESIDENCE,Midtown,E,-84.38718,33.77773
11/09/2015,11:30:00                      ,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,LARCENY-FROM VEHICLE,Poncey-Highland,N,-84.35434,33.77288
11/09/2015,12:00:00                      ,2814 KATHRYN CIR SW   ,BURGLARY-RESIDENCE,Deerwood,P,-84.50922,33.67671
11/09/2015,12:00:00                      ,1247 GREENWICH ST SW,ROBBERY-RESIDENCE,West End,T,-84.42849,33.74406
11/09/2015,12:00:00                      ,600 GREENSFERRY AVE SW,BURGLARY-RESIDENCE,The Villages at Castleberry H,T,-84.40755,33.74662
11/09/2015,12:00:00                      ,727 CRESTWELL CIR SW,BURGLARY-RESIDENCE,Mays,H,-84.50349,33.74554
11/09/2015,12:20:00                      ,805 MAGNOLIA WAY NW,LARCENY-FROM VEHICLE,Vine City,L,-84.41405,33.75823
11/09/2015,12:30:00                      ,551 HARWELL RD NW @SAINT PAUL OF THE C,LARCENY-FROM VEHICLE,Collier Heights,I,-84.49366,33.7706
11/09/2015,12:52:00                      ,1281 FULTON INDUSTRIAL BLVD NW,LARCENY-FROM VEHICLE,Bankhead/Bolton,H,-84.50021,33.78792
11/09/2015,13:00:00                      ,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,LARCENY-FROM VEHICLE,Greenbriar,R,-84.49328,33.68845
11/09/2015,13:00:00                      ,1165 RALPH D ABERNATHY BLVD SW,LARCENY-NON VEHICLE,West End,T,-84.42597,33.73859
11/09/2015,13:10:00                      ,365 ASHBURTON AVE SE,LARCENY-FROM VEHICLE,East Lake,O,-84.29361,33.74268
11/09/2015,13:30:00                      ,600 GARSON DR NE,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,B,-84.37069,33.81907
11/09/2015,13:30:00                      ,2250 PERRY BLVD,AGG ASSAULT,Scotts Crossing,G,-84.4617,33.80482
11/09/2015,13:50:00                      ,2640 MARTIN L KING JR DR SW,AUTO THEFT,Harland Terrace,I,-84.47425,33.75381
11/09/2015,14:00:00                      ,3393 PEACHTREE RD NE @LENOX MALL,LARCENY-FROM VEHICLE,Lenox,B,-84.36212,33.84676
11/09/2015,14:00:00                      ,3030 HEADLAND DR SW,LARCENY-FROM VEHICLE,Greenbriar,R,-84.48742,33.68841
11/09/2015,15:00:00                      ,330 PEACHTREE ST NE,LARCENY-FROM VEHICLE,Downtown,M,-84.38671,33.76346
11/09/2015,15:00:00                      ,386 PINE ST NE @APS INTOWN ACAD,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.3746,33.76826
11/09/2015,15:00:00                      ,1091 EUCLID AVE NE,LARCENY-FROM VEHICLE,Inman Park,N,-84.35097,33.7636
11/09/2015,15:00:00                      ,748 COOPER ST SW,BURGLARY-RESIDENCE,Mechanicsville,V,-84.39681,33.73448
11/09/2015,15:50:00                      ,3393 PEACHTREE RD NE,LARCENY-NON VEHICLE,Lenox,B,-84.36212,33.84676
11/09/2015,16:00:00                      ,1029 JOSEPH E BOONE BLVD NW,BURGLARY-NONRES,Bankhead,K,-84.42125,33.7637
11/09/2015,16:30:00                      ,126 POPLAR ST NW ,LARCENY-FROM VEHICLE,Downtown,M,-84.39129,33.75795
11/09/2015,16:30:00                      ,675 NORTH AVE NE,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.36543,33.77103
11/09/2015,17:00:00                      ,3145 PEACHTREE RD NE @Multiple,LARCENY-NON VEHICLE,Buckhead Village,B,-84.37738,33.84026
11/09/2015,17:00:00                      ,3615 ADKINS RD NW,BURGLARY-RESIDENCE,Fairburn Heights,H,-84.50709,33.77215
11/09/2015,17:00:00                      ,1006 JOSEPH E BOONE BLVD NW,LARCENY-NON VEHICLE,Washington Park,K,-84.42048,33.76325
11/09/2015,17:15:00                      ,3393 PEACHTREE ST N,LARCENY-NON VEHICLE,Lenox,B,-84.36212,33.84676
11/09/2015,17:20:00                      ,1754 RICHMOND CIR SE,LARCENY-NON VEHICLE,Lakewood Heights,Y,-84.3745,33.70698
11/09/2015,17:45:00                      ,3755 CARMIA DR SW   ,LARCENY-FROM VEHICLE,Princeton Lakes,P,-84.50908,33.65571
11/09/2015,17:45:00                      ,3393 PEACHTREE RD NE ,AUTO THEFT,Lenox,B,-84.36212,33.84676
11/09/2015,18:00:00                      ,2926 KEATS DR SW,BURGLARY-RESIDENCE,Peyton Forest,I,-84.48333,33.74178
11/09/2015,18:00:00                      ,279 CHILDS DR NW,LARCENY-FROM VEHICLE,Hunter Hills,K,-84.43615,33.7629
11/09/2015,18:00:00                      ,602 N HIGHLAND AVE NE @MANUELS,LARCENY-FROM VEHICLE,Poncey-Highland,N,-84.35274,33.77082
11/09/2015,18:00:00                      ,755 HANK AARON DRIVE SE,LARCENY-NON VEHICLE,Summerhill,V,-84.389,33.73624
11/09/2015,18:08:00                      ,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,LARCENY-FROM VEHICLE,Midtown,E,-84.36627,33.77713
11/09/2015,18:12:00                      ,1166 RALPH D ABERNATHY BLVD SW,AGG ASSAULT,West End,T,-84.42588,33.73818
11/09/2015,18:20:00                      ,749 MORELAND AVE SE,LARCENY-FROM VEHICLE,Ormewood Park,W,-84.34958,33.73393
11/09/2015,18:30:00                      ,102 DOGWOOD DR NW,LARCENY-FROM VEHICLE,Collier Heights,I,-84.49293,33.78257
11/09/2015,18:40:00                      ,166 CHAPPELL RD NW,AGG ASSAULT,Hunter Hills,K,-84.43337,33.7633
11/09/2015,19:00:00                      ,3393 PEACHTREE RD NE @LENOX MALL,LARCENY-NON VEHICLE,Lenox,B,-84.36212,33.84676
11/09/2015,19:00:00                      ,3240 W MANOR CIR SW ,BURGLARY-NONRES,West Manor,I,-84.49222,33.73555
11/09/2015,19:00:00                      ,358 SHEPPARD PL NE,LARCENY-FROM VEHICLE,Candler Park,N,-84.33604,33.76405
11/09/2015,19:00:00                      ,3481 INGLEDALE DR SW,LARCENY-NON VEHICLE,Heritage Valley,P,-84.50068,33.70539
11/09/2015,19:00:00                      ,768 CASCADE AVE SW,BURGLARY-RESIDENCE,West End,T,-84.43693,33.7342
11/09/2015,19:30:00                      ,1275 CAROLINE ST NE ,LARCENY-NON VEHICLE,Edgewood,O,-84.34619,33.75674
11/09/2015,20:00:00                      ,1185 COLLIER RD NW,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.42626,33.81117
11/09/2015,20:00:00                      ,1661 KENMORE ST SW,LARCENY-FROM VEHICLE,Cascade Avenue/Road,S,-84.44242,33.72622
11/09/2015,20:13:00                      ,1722 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,NULL,R,-84.44411,33.71107
11/09/2015,20:25:00                      ,655 CLEVELAND AVE SW,LARCENY-NON VEHICLE,Perkerson,X,-84.41055,33.68138
11/09/2015,20:30:00                      ,22 COLLIER RD NW,AUTO THEFT,Ardmore,E,-84.39601,33.80766
11/09/2015,20:30:00                      ,3721 CAMPBELLTON RD SW @BEN HILL PLAZA SC,LARCENY-FROM VEHICLE,Ben Hill Acres,P,-84.51037,33.69136
11/09/2015,20:30:00                      ,645 SHELTON AVE SW,AUTO THEFT,Adair Park,V,-84.40898,33.73495
11/09/2015,20:52:00                      ,696 REED ST SE,AUTO THEFT,Summerhill,V,-84.38543,33.73577
11/09/2015,21:00:00                      ,240 BRIGHTON RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,E,-84.38652,33.81099
11/09/2015,21:00:00                      ,1668 JACKSON SQ NW,LARCENY-FROM VEHICLE,Lincoln Homes,G,-84.47617,33.79689
11/09/2015,21:00:00                      ,213 FAIRBURN RD NW,LARCENY-FROM VEHICLE,Adamsville,H,-84.50424,33.76136
11/09/2015,21:00:00                      ,116 LUCKIE ST NW,LARCENY-FROM VEHICLE,Downtown,M,-84.38992,33.7573
11/09/2015,21:30:00                      ,1656 RANDEE ST NW,ROBBERY-RESIDENCE,Bolton Hills,G,-84.48535,33.80005
11/09/2015,21:30:00                      ,942 HANK AARON DR SE,AGG ASSAULT,Peoplestown,V,-84.3873,33.72913
11/09/2015,21:30:00                      ,517 MAIN ST NE,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,B,-84.37031,33.8225
11/09/2015,22:00:00                      ,36 JOHN PORTMAN BLVD NE,LARCENY-FROM VEHICLE,Downtown,M,-84.38561,33.76074
11/09/2015,22:00:00                      ,1940 FISHER RD SE,LARCENY-FROM VEHICLE,Custer/McDonough/Guice,W,-84.35849,33.70979
11/09/2015,22:00:00                      ,3223 WARD DR SE,BURGLARY-RESIDENCE,Glenrose Heights,Z,-84.38769,33.66743
11/09/2015,22:00:00                      ,680 HANSELL ST SE,ROBBERY-PEDESTRIAN,Grant Park,W,-84.36541,33.74022
11/09/2015,22:10:00                      ,3200 LENOX RD NE,ROBBERY-RESIDENCE,Pine Hills,B,-84.35825,33.84293
11/09/2015,22:30:00                      ,360 PHARR RD NE,LARCENY-FROM VEHICLE,Buckhead Village,B,-84.37574,33.83752
11/09/2015,23:00:00                      ,642 NORTHSIDE DR NW,LARCENY-NON VEHICLE,English Avenue,L,-84.40746,33.77197
11/09/2015,23:00:00                      ,122 GLENROSE CIR SW,BURGLARY-RESIDENCE,Glenrose Heights,Z,-84.3927,33.67042
11/09/2015,23:15:00                      ,529 PEACHTREE ST NE,LARCENY-FROM VEHICLE,Downtown,M,-84.38487,33.76896
11/09/2015,23:40:00                      ,199 CLEVELAND AVE SW,BURGLARY-NONRES,Browns Mill Park,Z,-84.39555,33.68142
11/09/2015,23:50:00                      ,952 CONFEDERATE CT SE,AGG ASSAULT,Ormewood Park,W,-84.36141,33.72944
11/10/2015,00:00:00                      ,961 IMAGE AVE,LARCENY-FROM VEHICLE,Home Park,E,-84.41021,33.78157
11/10/2015,00:00:00                      ,225 COREY CTR SE,LARCENY-NON VEHICLE,Oakland,W,-84.38263,33.74803
11/10/2015,00:40:00                      ,1054 E. CONFEDERATE AVE SE,ROBBERY-PEDESTRIAN,Ormewood Park,W,-84.35296,33.72537
11/10/2015,00:41:00                      ,242 PEACHTREE CENTER AVE NE,LARCENY-FROM VEHICLE,Downtown,M,-84.38614,33.76115
11/10/2015,00:45:00                      ,265 PEACHTREE ST NE @HYATT REGENCY HOTEL,AUTO THEFT,Downtown,M,-84.38672,33.76152
11/10/2015,00:50:00                      ,JUNIPER ST NE / 6TH ST NE,LARCENY-NON VEHICLE,Midtown,E,-84.38285,33.77725
11/10/2015,01:00:00                      ,1469 BEATIE AVE SW,AUTO THEFT,Capitol View,X,-84.41114,33.71474
11/10/2015,01:30:00                      ,1179 WEDGEWOOD DR NW,AUTO THEFT,Carey Park,G,-84.47551,33.78727
11/10/2015,01:30:00                      ,255 SPRING ST SW,LARCENY-FROM VEHICLE,Castleberry Hill,M,-84.39824,33.74755
11/10/2015,01:57:00                      ,267 MARIETTA ST NW,LARCENY-FROM VEHICLE,Downtown,M,-84.39469,33.76071
11/10/2015,02:00:00                      ,960 SPRING ST NW,AUTO THEFT,Midtown,E,-84.38928,33.78081
11/10/2015,02:00:00                      ,1966 VENETIAN DR.,LARCENY-FROM VEHICLE,Adams Park,R,-84.45387,33.71453
11/10/2015,02:25:00                      ,3167 ROSWELL RD NE,AGG ASSAULT,Buckhead Forest,B,-84.37857,33.84156
11/10/2015,02:29:00                      ,1046 FAYETTEVILLE RD SE,BURGLARY-NONRES,East Atlanta,W,-84.32285,33.72572
11/10/2015,03:00:00                      ,2562 DONALD LEE HOLLOWELL PKWY NW,LARCENY-FROM VEHICLE,Center Hill,J,-84.4702,33.77516
11/10/2015,03:00:00                      ,3150 PIEDMONT RD NE,ROBBERY-PEDESTRIAN,Buckhead Village,B,-84.37101,33.8427
11/10/2015,04:00:00                      ,821 CELESTE LN SW,LARCENY-FROM VEHICLE,Mays,H,-84.50773,33.74027
11/10/2015,04:00:00                      ,454 MARIETTA ST NW,ROBBERY-PEDESTRIAN,Downtown,M,-84.39781,33.76575
11/10/2015,04:50:00                      ,56 JESSE HILL JR DR SE @GRADY,ROBBERY-PEDESTRIAN,Downtown,M,-84.38198,33.75168
11/10/2015,05:30:00                      ,265 PEACHTREE CENTER AVE NE @MARIOTT,AUTO THEFT,Downtown,M,-84.38496,33.76158
11/10/2015,07:00:00                      ,255 COURTLAND ST NE @HILTON HOTEL,AUTO THEFT,Downtown,M,-84.38314,33.76157
11/10/2015,08:00:00                      ,659 PEACHTREE ST NE,LARCENY-NON VEHICLE,Midtown,E,-84.38449,33.77258
11/10/2015,09:30:00                      ,2788 FORREST HILLS DR SW @DAYS INN SOUTH,ROBBERY-PEDESTRIAN,Hammond Park,X,-84.39898,33.67892
11/10/2015,10:00:00                      ,2611 MARTIN L KING JR DR NW,AGG ASSAULT,Harland Terrace,I,-84.47338,33.75406
11/10/2015,10:00:00                      ,2083 MEADOR AVE SE,BURGLARY-RESIDENCE,Swallow Circle/Baywood,Z,-84.38061,33.69735
11/10/2015,10:20:00                      ,725 BROOKLINE ST,ROBBERY-PEDESTRIAN,Adair Park,V,-84.41124,33.72712
11/10/2015,10:30:00                      ,647 DONALD LEE HOLLOWELL PKWY NW,LARCENY-NON VEHICLE,English Avenue,L,-84.40817,33.77357
11/10/2015,10:30:00                      ,378 MAPLE ST NW,AUTO THEFT,English Avenue,L,-84.40542,33.76481
11/10/2015,10:47:00                      ,536 ATWOOD ST SW,LARCENY-FROM VEHICLE,West End,T,-84.42881,33.74022
